8	0.0
8	1.8
35	0.0
33	1.8
21	0.0
10	1.8
18	0.0
57	1.8
12	0.0
28	1.8
3	0.0
2	1.8
5	0.0
6	1.8
3	0.0
5	1.8
7	0.0
5	1.8
11	0.0
5	1.8
3	0.0
8	1.8
2	0.0
4	1.8
2	0.0
27	1.8
7	0.0
2	1.8
5	0.0
3	1.8
2	0.0
25	1.8
18	0.0
3	1.8
3	0.0
4	1.8
12	0.0
9	1.8
6	0.0
8	1.8
8	0.0
9	1.8
3	0.0
25	1.8
5	0.0
5	1.8
2	0.0
5	1.8
5	0.0
9	1.8
27	0.0
4	1.8
29	0.0
34	1.8
12	0.0
8	1.8
5	0.0
4	1.8
17	0.0
3	1.8
11	0.0
23	1.8
12	0.0
9	1.8
8	0.0
10	1.8
21	0.0
21	1.8
19	0.0
4	1.8
10	0.0
6	1.8
8	0.0
9	1.8
4	0.0
7	1.8
14	0.0
2	1.8
20	0.0
34	1.8
6	0.0
8	1.8
25	0.0
44	1.8
7	0.0
15	1.8
46	0.0
8	1.8
6	0.0
8	1.8
58	0.0
4	1.8
4	0.0
17	1.8
48	0.0
3	1.8
7	0.0
35	1.8
42	0.0
3	1.8
7	0.0
17	1.8
6	0.0
14	1.8
4	0.0
8	1.8
2	0.0
7	1.8
3	0.0
18	1.8
7	0.0
8	1.8
3	0.0
3	1.8
4	0.0
10	1.8
4	0.0
5	1.8
2	0.0
7	1.8
2	0.0
14	1.8
13	0.0
4	1.8
5	0.0
4	1.8
3	0.0
4	1.8
5	0.0
3	1.8
5	0.0
14	1.8
3	0.0
18	1.8
5	0.0
7	1.8
11	0.0
26	1.8
3	0.0
60	1.8
4	0.0
5	1.8
9	0.0
5	1.8
16	0.0
3	1.8
26	0.0
6	1.8
9	0.0
5	1.8
8	0.0
2	1.8
3	0.0
3	1.8
30	0.0
8	1.8
4	0.0
12	1.8
7	0.0
5	1.8
5	0.0
10	1.8
35	0.0
10	1.8
4	0.0
6	1.8
3	0.0
6	1.8
26	0.0
6	1.8
4	0.0
23	1.8
3	0.0
8	1.8
9	0.0
35	1.8
4	0.0
3	1.8
5	0.0
5	1.8
5	0.0
4	1.8
4	0.0
33	1.8
5	0.0
3	1.8
25	0.0
4	1.8
16	0.0
3	1.8
11	0.0
3	1.8
15	0.0
11	1.8
44	0.0
3	1.8
2	0.0
25	1.8
14	0.0
5	1.8
13	0.0
11	1.8
7	0.0
7	1.8
13	0.0
10	1.8
18	0.0
23	1.8
4	0.0
34	1.8
9	0.0
39	1.8
3	0.0
3	1.8
42	0.0
4	1.8
2	0.0
11	1.8
4	0.0
2	1.8
16	0.0
23	1.8
5	0.0
15	1.8
3	0.0
13	1.8
2	0.0
36	1.8
7	0.0
15	1.8
4	0.0
13	1.8
39	0.0
9	1.8
18	0.0
4	1.8
4	0.0
2	1.8
13	0.0
15	1.8
16	0.0
18	1.8
4	0.0
17	1.8
4	0.0
5	1.8
7	0.0
5	1.8
27	0.0
9	1.8
8	0.0
21	1.8
2	0.0
5	1.8
2	0.0
11	1.8
4	0.0
6	1.8
6	0.0
42	1.8
20	0.0
8	1.8
12	0.0
23	1.8
11	0.0
7	1.8
5	0.0
6	1.8
5	0.0
6	1.8
11	0.0
13	1.8
7	0.0
4	1.8
2	0.0
3	1.8
7	0.0
3	1.8
4	0.0
23	1.8
5	0.0
3	1.8
14	0.0
10	1.8
2	0.0
18	1.8
4	0.0
10	1.8
14	0.0
4	1.8
9	0.0
5	1.8
20	0.0
3	1.8
4	0.0
8	1.8
4	0.0
2	1.8
4	0.0
15	1.8
4	0.0
6	1.8
3	0.0
10	1.8
9	0.0
51	1.8
21	0.0
7	1.8
7	0.0
5	1.8
15	0.0
41	1.8
25	0.0
9	1.8
25	0.0
38	1.8
4	0.0
3	1.8
15	0.0
6	1.8
2	0.0
6	1.8
5	0.0
5	1.8
2	0.0
3	1.8
12	0.0
3	1.8
17	0.0
2	1.8
10	0.0
7	1.8
5	0.0
14	1.8
3	0.0
2	1.8
6	0.0
20	1.8
15	0.0
3	1.8
7	0.0
7	1.8
31	0.0
4	1.8
30	0.0
25	1.8
6	0.0
6	1.8
24	0.0
2	1.8
5	0.0
4	1.8
4	0.0
7	1.8
6	0.0
6	1.8
6	0.0
5	1.8
22	0.0
13	1.8
2	0.0
16	1.8
5	0.0
17	1.8
6	0.0
3	1.8
3	0.0
10	1.8
10	0.0
3	1.8
9	0.0
2	1.8
5	0.0
4	1.8
46	0.0
17	1.8
8	0.0
23	1.8
2	0.0
4	1.8
47	0.0
3	1.8
15	0.0
10	1.8
6	0.0
8	1.8
7	0.0
2	1.8
11	0.0
7	1.8
24	0.0
7	1.8
48	0.0
5	1.8
19	0.0
8	1.8
3	0.0
5	1.8
9	0.0
5	1.8
13	0.0
3	1.8
14	0.0
6	1.8
9	0.0
10	1.8
6	0.0
8	1.8
2	0.0
37	1.8
4	0.0
6	1.8
12	0.0
7	1.8
36	0.0
6	1.8
34	0.0
6	1.8
3	0.0
10	1.8
20	0.0
6	1.8
6	0.0
2	1.8
3	0.0
15	1.8
42	0.0
3	1.8
7	0.0
2	1.8
12	0.0
4	1.8
7	0.0
3	1.8
4	0.0
12	1.8
11	0.0
20	1.8
4	0.0
9	1.8
3	0.0
2	1.8
12	0.0
11	1.8
8	0.0
4	1.8
9	0.0
4	1.8
32	0.0
4	1.8
12	0.0
4	1.8
